electeur	auteur	vote	version
fabienmalbet	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
duflotjeanluc	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
sylviecabrit	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
annepoupon	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
jeannevarasco	alainlecavelier	0	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
alainlecavelier	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
audreysteinberger	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
dsa	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
vincentreverdy	alainlecavelier	1	pour-une-redaction-equilibree-qui-reconnaisse-la-contribution-de-chacun-auteurs-fonds-publics-et-editeurs-et-les-droits-qui-y-sont-associes-a-l-auteur-peut-mettre-dans-le-domaine-public-immediatement-son-manuscript-a-l-exclusion-du-travail-de-l-editeur-b-
ericf	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cfc	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
simoncruanes	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gabrielllang	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
emiliebrunet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
yvesdelavilleguerin	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
yanncochard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
thomasletendre	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
saeditionsdupuis	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
allia	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
adrienkrahenbuhl	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
kevinperrot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
moniqueteillaud	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
guillaumeburel	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
adelineregeuniversitedestrasbourg	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
olivierlegall1	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nicolaslemoine	syndicatnationaldeledition	0	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
lucassatabin	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gchartron	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
odilecontat	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
antoinerousseau	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sebastienhut	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
legalflammarion	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cremonini	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
lauraklein	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
benjaminallain	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
antoine3	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
geoffreyharaux	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
quentingrimaud	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
maximeaudinot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fredericmetailie	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
mendielajerome	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jouannigot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanchristophepeyssard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
laurapallez	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
philippeschnoebelen	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
duflotjeanluc	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
mathieuperona	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
chemtob	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gwendalbriand	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cenacpeggy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
aicardistephane	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gaelleriverieux	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
hachettelivre1	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
stephanebortzmeyer	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sbauin	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
christophepavlides	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
ramdanikarim	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
julianbh	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
adrienclavairoly	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeremiedetrey	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
catherinelandry	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
francisandre	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeannevarasco	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
christineleininger	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
thollot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
catusciapalamidessi	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
olivierlenoir	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
dominiqueillien	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nathaliebochard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanpicollecediteur	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
christineollendorff	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
hugol	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
hs157	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
pierrechambart	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
philippebeauvillard	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
pierrewizla	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
clairelemercier	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
emmanuellecartron	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
marcchardin	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
baselopresse	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
loicmignon	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
alainmarois	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cecilearmana	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gabrielzafrani	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fabienandre	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
iabd	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
librairiearthemefayard1	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
maccall	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
charlottetruchet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fabianrodes	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sylvainchevillard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
pierreaucouturier	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
federationnationaledelapressedinformationspecialisee	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
ericdaspet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
agneshenri	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jozefinasadowska	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
bibliophile	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
raveau	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gittonvincent	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
adrienchopin	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
julienbect	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanmarclasgouttes	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sorouletpillon	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
etiennetanre1	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
librairiedurance	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
guillaumeaupy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
dansperber	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
davidmonniaux	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanfrankcavanagh	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
bourgault	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
etiennepariat	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
didierbailhous	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
pascalfouche	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
danielthevenot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
maisonobeluc	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
erwangeorget	syndicatnationaldeledition	0	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
xavierleroy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
juliegazierdirectriceexecutivedespressesdesciencespo	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fabre	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
juliejanody	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gaelbordet	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
claudeniatel	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
marinapavlides	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
charlesruelle	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
editionsgallimard	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nicolasholzschuch	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
benoitpier1	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cecileclavaud	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
agnesfruman	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
claudemarche	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanlouisbon	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
castelainjeanchristophe	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
emmanuelthome	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
vincentbattesti	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
briot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
patrickmassot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
2	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
francoisgeze	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
syndicatnationaldeledition	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
deswarte	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
paulgirard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
stephaniegroudiev	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
marindacos	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
durandaline	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
manueladournes	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
dominiquegeffroy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
xaviergalaup	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
alaincimino	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jaimelire	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
valerietolstoi	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
vincentcornalba	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
arnalcedric	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
philippeostermann	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jobrown	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
simona	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
odilebenassy2	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
duhamellechristophe	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanbaptistecaillau	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nathalieblochpujo	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
actessud	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fabricemottez	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
christinedemazieres	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
bernardlegras	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
inptoulouseinstitutnationalpolytechniquedetoulouse	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
chantalviala	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
juliegautierphaneuf	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cavetdominique	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
elodieponcet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sandrinemalotaux	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nicolasdandrimont	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
salvador	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gregoire	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
juliencassaigne	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
olivierbrossollet	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
glucas	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
martineotter	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fredericloulergue	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sebastienlebonnois	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
francoisrobinet	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
yadlajoie	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
vincentreverdy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
caillieret	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sebastienbrossier	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
annepoinsot	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
benedicte	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sophiepochic	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gabrielscherer	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
fabientorre1	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gregorycolcanap	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
nolwennmaudet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
maxenceguesdon	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
sarah	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
pascallegris	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
valleemaxime	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
didierremy	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
benjaminguichard	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
guilhermemazanti	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
tristannitot	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
davidbenoist	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
alaingirault	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
gros	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeanbaptistemouret	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
olivierzendra2	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
editionsdalloz	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
flo1	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
lacurne	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
bossuet	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
martincampospinto	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
alexanderdoria	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
ericdorino	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
jeremieroche	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
lerouergue1	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
severinlemaignan	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
cellular1988	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
blavier	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
thomasparisot	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
violainev	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
vincentplasse	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
patrickfenouil	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
valeryxavierlentz	syndicatnationaldeledition	-1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
emilegersch	syndicatnationaldeledition	1	les-delais-d-embargo-doivent-etre-conditionnes-a-des-etudes-d-impact
